sma,momentum,days,start_open,end_valuation_open,total_return,cagr,annual_volatility,sharpe,max_drawdown,calmar,worst_day,longest_underwater_days,mean_position,exposed_days_fraction,trading_days,one_way_turnover,sum_cost_fractions
150,42,989,2024-01-01,2026-09-16,0.33429601413309773,0.11230920095937158,0.2625506768291815,0.5355085208435135,-0.32515480686257947,0.34540224714204193,-0.07305395314789509,637,0.3872125265938949,0.4408493427704752,84,48.224725921013174,0.07233708888151977
150,63,989,2024-01-01,2026-09-16,0.6787628729424173,0.21069429053397526,0.266996598205866,0.8483727258343264,-0.2567139223559629,0.8207357380556236,-0.07305395314789509,398,0.40490372444449424,0.46814964610717896,75,41.33993626488059,0.062009904397320896
150,84,989,2024-01-01,2026-09-16,0.6798970247398826,0.21099609131587016,0.2755349782151523,0.8315289345807774,-0.233162776332967,0.9049304294376654,-0.07305395314789509,398,0.44602112540476874,0.5146612740141557,72,33.96125750779833,0.0509418862616975
200,42,989,2024-01-01,2026-09-16,0.2868816936539482,0.0975549847462962,0.2578058497071743,0.48881962255580136,-0.27050896256529133,0.36063494466564994,-0.07305395314789509,637,0.36342377376407564,0.41759352881698686,83,47.003769317266716,0.07050565397590008
200,63,989,2024-01-01,2026-09-16,0.4266648513194915,0.140129046516702,0.2669222070978047,0.6236238359372918,-0.31732094960974266,0.4416003629418095,-0.07305395314789509,398,0.38814597925305816,0.45197168857431747,75,40.39831168504108,0.06059746752756162
200,84,989,2024-01-01,2026-09-16,0.7108778201706867,0.21919092833341391,0.2749430854237462,0.8573238765669227,-0.23910776457207628,0.9167035153613396,-0.07305395314789509,344,0.4241454349209923,0.4924165824064712,67,29.7618133568801,0.04464272003532016
250,42,989,2024-01-01,2026-09-16,0.42462070793737916,0.13952588115873565,0.2601354218762506,0.6310937322842473,-0.2555760583827703,0.545927040434167,-0.07305395314789509,637,0.376394600178207,0.43478260869565216,88,47.65907652534778,0.07148861478802167
250,63,989,2024-01-01,2026-09-16,0.42373727611038214,0.13926503794911516,0.2653033245526638,0.6230485190824652,-0.3243463569266227,0.42937136482350335,-0.07305395314789509,398,0.39153674136238337,0.45601617795753285,80,45.77021410451899,0.0686553211567785
250,84,989,2024-01-01,2026-09-16,0.73808077691161,0.22630962105230767,0.2754178728870589,0.8774707358747939,-0.22700957829552293,0.9969166180190686,-0.07305395314789509,344,0.43314045215763536,0.5025278058645096,71,31.866284151062985,0.047799426226594485
